iter	Logloss
332	0.1537642777
333	0.1535486544
334	0.1534837335
335	0.1533823293
336	0.1533139031
337	0.1531068061
338	0.1529599073
339	0.1529050791
340	0.1527651232
341	0.1526718946
342	0.1525662279
343	0.15248633
344	0.1524268476
345	0.1523639366
346	0.1521693399
347	0.152111737
348	0.1519922814
349	0.1519191038
350	0.1518149637
351	0.1517749658
352	0.1512948106
353	0.1511875573
354	0.1510852024
355	0.1509625437
356	0.1509081367
357	0.1507864472
358	0.1507290598
359	0.1506639198
360	0.1505902354
361	0.1503452675
362	0.1501822432
363	0.1500338255
364	0.1497269351
365	0.1494832574
366	0.1492316389
367	0.1490347219
368	0.1488843951
369	0.1487775355
370	0.1486403777
371	0.1485108424
372	0.1484136099
373	0.1483299057
374	0.1482469584
375	0.1481877304
376	0.1480446977
377	0.1479415806
378	0.1477576997
379	0.1476914481
380	0.1475349418
381	0.1473530145
382	0.1471751822
383	0.147056526
384	0.1469622036
385	0.1468086301
386	0.1467609587
387	0.1467105393
388	0.1466651973
389	0.14658637
390	0.1464803909
391	0.1463585961
392	0.1463017876
393	0.1462332086
394	0.1461773093
395	0.1460326768
396	0.1459304711
397	0.1458876829
398	0.1457855683
399	0.1457134612
400	0.1456092561
401	0.1454426812
402	0.1451708852
403	0.1450939871
404	0.1450266382
405	0.144927752
406	0.1446954531
407	0.1445387017
408	0.1444397234
409	0.1443054736
410	0.144112429
411	0.1439349671
412	0.143835646
413	0.1437711886
414	0.1435594866
415	0.1434945793
416	0.1434480854
417	0.1433799104
418	0.143304115
419	0.1432105022
420	0.1431171317
421	0.1429602653
422	0.1429138696
423	0.1428691077
424	0.1427144534
425	0.1425837145
426	0.1423614014
427	0.1421282495
428	0.1419281405
429	0.1418729888
430	0.1417271259
431	0.1416494875
432	0.1415639148
433	0.1415268443
434	0.1414105604
435	0.1412925448
436	0.1411983649
437	0.141127485
438	0.1410284183
439	0.1409219675
440	0.1408092638
441	0.140657134
442	0.1406154327
443	0.1405396213
444	0.1404666878
445	0.1403864059
446	0.140293562
447	0.1402421577
448	0.1401381233
449	0.1400170501
450	0.1399589065
451	0.1398055968
452	0.1397496239
453	0.1396870234
454	0.1396410736
455	0.13959508
456	0.1395435548
457	0.1394419002
458	0.1393675841
459	0.1392906528
460	0.1392453948
461	0.1390991996
462	0.1389617796
463	0.1388257775
464	0.1387485805
465	0.138672108
466	0.1385720109
467	0.1384751201
468	0.138402665
469	0.13830875
470	0.1382168557
471	0.1380858118
472	0.1378156781
473	0.1376880699
474	0.1375455703
475	0.1374332222
476	0.1372676778
477	0.1371702991
478	0.1368484046
479	0.136696222
480	0.1365537266
481	0.1365040707
482	0.136386105
483	0.1362315851
484	0.1361161932
485	0.1359836846
486	0.1358201443
487	0.1357589225
488	0.1356309158
489	0.1355870002
490	0.1355469778
491	0.135352159
492	0.1353216805
493	0.1352551648
494	0.1351533459
495	0.1350564473
496	0.1349691134
497	0.134901457
498	0.134799912
499	0.1347382295
