iter	Logloss
335	0.1159867223
336	0.1158872408
337	0.1158112125
338	0.1156922417
339	0.1156218919
340	0.1154974075
341	0.1154116985
342	0.1153163988
343	0.1152627624
344	0.1151548795
345	0.1151100958
346	0.115028033
347	0.114822417
348	0.1146211083
349	0.1145694578
350	0.1144927027
351	0.1143548786
352	0.1142837707
353	0.1141677493
354	0.1140409918
355	0.1139079965
356	0.1138204932
357	0.113774301
358	0.113689539
359	0.1135603275
360	0.1134900436
361	0.1134402125
362	0.1133608943
363	0.1132188398
364	0.1131009877
365	0.113014429
366	0.1128829684
367	0.1127872746
368	0.1127149503
369	0.1126419154
370	0.1125172526
371	0.1124421149
372	0.1122700109
373	0.1121607428
374	0.1120820452
375	0.1120097537
376	0.1118837817
377	0.1117300886
378	0.1116527468
379	0.1115562202
380	0.111478946
381	0.1113101323
382	0.1111504685
383	0.1109756838
384	0.1108265329
385	0.1106791214
386	0.1106159677
387	0.1104922183
388	0.1103594546
389	0.1102707562
390	0.110214399
391	0.1100999575
392	0.1100181665
393	0.1098985457
394	0.1097659272
395	0.1096379561
396	0.1095565746
397	0.1093962808
398	0.1092602959
399	0.1091001769
400	0.1089447988
401	0.1088788612
402	0.1087871654
403	0.1087452737
404	0.1086677379
405	0.1085911098
406	0.1085123409
407	0.1084125132
408	0.1083429098
409	0.1082873124
410	0.108238486
411	0.1081780839
412	0.1079795734
413	0.1078958757
414	0.1077476087
415	0.1076799039
416	0.1075900612
417	0.1075041853
418	0.1074606552
419	0.1074069316
420	0.1073154222
421	0.1072178593
422	0.1071049682
423	0.1070420871
424	0.1067562309
425	0.1066610862
426	0.1065582416
427	0.1064800147
428	0.1064148599
429	0.1062406965
430	0.1061579187
431	0.1060852248
432	0.106033401
433	0.1059402972
434	0.1058602082
435	0.1057955572
436	0.105742476
437	0.1055849349
438	0.1055111613
439	0.1054295037
440	0.105330601
441	0.1052782935
442	0.1051869855
443	0.1050032039
444	0.1049475111
445	0.104827393
446	0.1047471236
447	0.1046957012
448	0.1046210955
449	0.1045663316
450	0.1044980145
451	0.1044034017
452	0.1042812653
453	0.1041876004
454	0.1041221789
455	0.1040405963
456	0.1039245788
457	0.103866364
458	0.1037709874
459	0.1037445989
460	0.1036779743
461	0.1035937857
462	0.1035092003
463	0.1033875889
464	0.103250778
465	0.103179894
466	0.1031083953
467	0.1030013153
468	0.1029416533
469	0.1028925775
470	0.1028177513
471	0.1027745864
472	0.1027144816
473	0.1026116516
474	0.1025793705
475	0.1025033335
476	0.1024173286
477	0.102327902
478	0.1022153556
479	0.1021024375
480	0.1020236275
481	0.1019135235
482	0.1018340086
483	0.1017783816
484	0.1017141678
485	0.1016597871
486	0.1015927088
487	0.101536304
488	0.1014556031
489	0.1014017799
490	0.1013546176
491	0.1012677607
492	0.1012089771
493	0.1011675703
494	0.101122347
495	0.1010233181
496	0.1009704707
497	0.1009189833
498	0.1008703861
499	0.1007932857
